,Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
4555,8/12/2005,19:15,Southwest Airlines,1248,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103,98,5,0,0,0,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.","Chicago, Illinois",41.8755616,-87.6244212,POINT (41.87556160000001 -87.6244212)
4556,10/12/2005,14:08,Sosoliso Airlines,1145,Abuja - Port Harcourt,McDonnell DC-9-32,5N-BFD,47562/685,110,103,7,108,101,7,0,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear. In addition, it was recommended that airports and aircraft be equipped with instruments to detect windshear.","Port Harcourt, Nigeria",4.7676576,7.0188527,POINT (4.7676576 7.0188527)
4557,19/12/2005,14:40,Chalk's Ocean Airways,101,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,N2969,J-27,20,18,2,20,18,2,0,"The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack.","Miami Beach, Florida",25.7929198,-80.1353006,POINT (25.7929198 -80.13530059999999)
4558,23/12/2005,22:27,Azerbaijan Airlines,217,"Baku, Azerbaijan - Aktau, Kazakhstan",Antonov AN-140-100,  4K-AZ48,36525307036,23,18,5,23,18,5,0,The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.,"Nardaran, Azerbaijan",40.5575238,50.0066499,POINT (40.5575238 50.0066499)
4559,2/01/2006,11:11,Evolga,,Moscow - Karkov,British Aerospace BAe-125-700A,P4-AOD,257153,3,0,3,3,0,3,0,"On a positionning flight from Sheremetyevo to Kharkov to pick up passengers, while on final approach, the aircraft crashed in a frozen lake 3 km from runway threshold.",Karkov,43.5316805,2.589027493,POINT (43.5316805 2.58902749318182)
4560,7/01/2006,,Military - US Army,,,UH-60L Black Hawk,91-26346,,12,,,12,,,0,Crashed in bad weather.,"Tal Afar, Iraq",36.3740434,42.4434793,POINT (36.3740434 42.44347929999999)
4561,8/01/2006,13:00,Service Air,,Entebbe - Kinshasa,Antonov 12,9Q-CIH,4341803,6,0,6,6,0,6,0,The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.,"Bukalaza, Uganda",0.14245,32.39659,POINT (0.14245 32.39659)
4562,9/01/2006,9:30,Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Orumiyeh,Dassault Falcon 20,15-2233,318,11,8,3,11,8,3,0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions.","Orumiyeh, Iran",37.5493473,45.0682863,POINT (37.5493473 45.0682863)
4563,19/01/2006,19:30,Military - Slovak Air Force,,Pristina - Kosice,Antonov AN-24V,5605,97305605,43,35,8,42,34,8,0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airport's radars, relying only on his own visual contact with the airport.","Telkibanya, Hungary",48.485603,21.3544735,POINT (48.48560300000001 21.3544735)
4564,5/02/2006,16:53,Air Cargo Carriers,,,Shorts 360-100 /Shorts 360-300,N3735W/N372AC,SH-3735/SH-3720,3,1,2,3,1,2,0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation.","Watertown, Wisconson",43.189124,-88.727924,POINT (43.189124 -88.727924)
4565,8/02/2006,12:12,TriCoastal Air,,"Dayton, Ohio -",Swearingen SA.226TC Metro II,N629EK,TC-396,1,0,1,1,0,1,0,"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilot  asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six ""Maydays."" The airplane then descended in  a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons.","Paris, Tennessee",36.3019461,-88.3258578,POINT (36.3019461 -88.32585779999999)
4566,31/03/2006,17:39,Team Air,6865,Macaé - Rio de Janeiro,Let L410UVP-E20,PT-FSE,912532,19,17,2,19,17,2,0,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned.","Rio Bonito, Brazil",-22.7108378,-42.6271864,POINT (-22.7108378 -42.6271864)
4567,10/04/2006,10:00,Military - Kenya Air Force,,Nairobi - Eastleigh AFB,Harbin Yunshuji Y-12-II,132,98,17,13,4,14,12,2,0,While on approach the airplane flew into the side of Mount Marsabit which was obscured by clouds.,"Marsabit, Kenya",2.85795825,37.71548919,POINT (2.85795825 37.7154891859004)
4568,23/04/2006,4:55,Military - Lybian Arab Air Force,,Sebha - N'Djamena,Antonov 74TK-200,UR-74038,36547097933,6,0,6,6,0,6,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near N'Djamena,","Kousséri, Cameroon",12.0755638,15.0246194,POINT (12.0755638 15.0246194)
4569,24/04/2006,11:45,U.S. Government (leased),,Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,3003,16,12,4,2,0,2,3,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,"Lashkar Gah, Afghanistan",31.5496641,64.5522912,POINT (31.5496641 64.5522912)
4570,3/05/2006,2:15,Armavia,967,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113,105,8,113,105,8,0,"The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The captain, being in a psychoemotional stress condition, made nose down control inputs due to the loss of pitch and roll awareness.This started the abnormal situation. The captain's insufficient pitch control inputs led to a failure to recover the aircraft and caused it to crash. Along with the inadequate control inputs from the captain, the contributing factors of the crash were also the lack of monitoring the aircraft's pitch attitude, altitude and vertical speed by the first officer and no proper reaction by the crew to GPWS warnings.","Adler, Russia",43.4253834,39.9237036,POINT (43.42538339999999 39.9237036)
4571,14/05/2006,12:32,Saskatchewan Government Northern Air Operations,,Training,Convair CV-580,C-GSKJ,202,3,0,3,1,0,1,0,"On a climbout after a touch-and-go landing, the aircraft veered to the left, lost altitude and crashed in a wooded area 1 nm northwest of the airport.","La Ronge, Saskatchewan",55.100373,-105.301208,POINT (55.100373 -105.301208)
4572,23/05/2006,18:22,Air São Tomé,,Training,de Havilland Canada DHC-6 Twin Otter 300,S9-BAL,648,4,2,2,4,2,2,0,The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea a  few km off shore.,São Tomé Island,0.3389242,6.7313031,POINT (0.3389242 6.7313031)
4573,3/06/2006,15:00,Military - Chinese Air Force,,,KJ-2000,,,40,35,5,40,35,5,0,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded..","Yaocun, China",35.6635976,116.9248681,POINT (35.6635976 116.9248681)
4574,11/06/2006,18:30,Military - Chadian Air Force,,N'djamena - Abéché,Lockheed C-130 Hercules,TT-PAF,5141,7,0,7,5,0,5,0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived.","Abéché, Chad",13.8280295,20.8283652,POINT (13.8280295 20.8283652)
4575,21/06/2006,12:03,Yeti Airlines,,Surkhet - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-AEQ,708,9,6,3,9,6,3,0,The plane crashed into a mountain on the east side of the airport after the pilot executed a go-around. The accident happened 1 kilometer from the airport.,"Jumla, Napal",51.671542,7.114052,POINT (51.671542 7.114052)
4576,7/07/2006,15:35,Mango Airlines,,Goma - Kisangani,Antonov AN-12B,9Q-CVT,3341506,5,2,3,5,2,3,0,The cargo plane had engine failure and struck a hill as it lost altitude.,"Sake, Democratic Republic Congo",-1.57386,29.04339,POINT (-1.57386 29.04339)
4577,9/07/2006,7:44,Sibir (S7),S7-778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,195,8,125,120,5,0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time.","Irkutsk, Russia",52.289597,104.280586,POINT (52.289597 104.280586)
4578,10/07/2006,12:05,Pakistan International Airlines,688,Multan - Lahore,Fokker F-27 Friendship 200,AP-BAL,10243,45,41,4,45,41,4,0,"The plane lost an engine during take off, struck power lines and crashed into a wheat field bursting into flames. Possible engine fire.","Multan, Pakistan",30.1979793,71.4724978,POINT (30.1979793 71.4724978)
4579,27/07/2006,,Afghan Army,,Khost to Kabul,Mil Mi-8,,,17,14,3,17,14,3,0,Crashed while en route,Afghanistan,33.7680065,66.2385139,POINT (33.7680065 66.2385139)
